"","LocID","Location","Time","PopM.0","PopM.1-4","PopM.5-14","PopM.15-24","PopM.25-34","PopM.35-44","PopM.45-54","PopM.55-64","PopM.65-74","PopM.75-84","PopM.85+","PopF.0","PopF.1-4","PopF.5-14","PopF.15-24","PopF.25-34","PopF.35-44","PopF.45-54","PopF.55-64","PopF.65-74","PopF.75-84","PopF.85+"
"271","US30","Montana","2020",6.45606487223384,25.3754022094621,67.3786620708282,71.2409030221489,69.6277574744105,66.9773302425096,59.9242549896785,75.6386674494564,64.1927021471253,28.9376768060279,8.75906703358755,6.07472335002613,23.8756250329093,62.0657078302981,64.9984466914222,68.9020194214844,62.9354032480153,58.3585041678255,75.9426307540987,63.2310167027027,31.9559158603043,13.2887314134861
"281","US31","Nebraska","2020",13.6651242012563,53.7104303800391,135.086730509284,135.695613230431,136.073446799608,126.506328841282,110.272067738202,120.813763152282,87.0783887936716,42.1270781705085,15.9058339745914,12.9769216501713,51.0034939121301,131.192464281492,131.405507077933,129.516572905841,120.762414422259,103.493946990019,120.797793796288,94.7218209174221,50.763253612432,28.5717613613373
"291","US32","Nevada","2020",19.1167228830193,75.1378032413724,199.181468444388,186.347561049275,235.996453353311,207.798210474489,197.731011784421,189.356326709052,147.246674922526,69.3644069902796,20.703249352116,18.3693339602467,72.1974161567786,190.727282753551,179.201039183058,221.85388361724,201.445012536482,189.190598081181,187.563950240888,160.176410111608,75.3623732967193,26.4421502959349
"301","US33","New Hampshire","2020",6.51634502147002,25.6123318349206,72.6780268082611,89.8553557188239,90.3128071787317,78.4760387557869,93.0975588086095,105.952241586051,75.0930604297208,31.5374108513534,12.1788981143196,6.25201036636613,24.5724202746743,72.8707764989934,88.4450244349335,83.2481328932858,78.0479749104729,92.2885415227944,106.790302960557,79.2225083075949,38.9933610846757,20.5258700927349
"311","US34","New Jersey","2020",53.253351099118,209.310970364251,556.097557566436,565.477841170186,607.516282355817,579.690683377866,594.514560869545,597.718498967149,393.921610862836,190.331331533157,73.656887767043,51.9082965330808,204.016372879857,533.086047880337,553.7075462586,583.051619585586,579.481212264898,610.298585567165,618.695965426823,461.06297234758,257.38771774392,133.857400895836
"321","US35","New Mexico","2020",12.1997279807675,47.9507270271416,143.175982843107,145.168154766925,151.26439259887,130.660009596967,116.118270161886,132.68867962617,110.788703459788,51.7890756018843,15.8630586660126,11.8705042844347,46.6549162679957,135.037497478789,138.518547800678,137.500896645395,128.103001634273,118.188535977157,139.457440504223,122.031793275284,59.2487614485818,27.3456216570147
"331","US36","New York","2020",118.204298565501,464.599051953002,1139.8602594488,1262.11245502867,1495.8708797539,1215.48601866911,1228.99971095363,1264.78309751294,880.718925420025,422.835317725112,161.136781021727,113.335604654509,445.445536148977,1090.50955019171,1255.31310338122,1474.62643508719,1242.3365722791,1268.68148617304,1326.50127003642,1026.08033237573,584.713526381165,297.389880713775
"341","US37","North Carolina","2020",62.28664605553,244.816111240623,665.1190143888,712.786664953737,712.010035662357,646.812311530379,662.359188618974,645.872487800328,492.210756375423,223.906045014413,65.295960144073,59.0223446853204,231.976880109902,633.224745438951,681.238451333192,716.990656985339,676.766546942779,683.076151201395,694.049398840398,575.091636853402,291.792474464774,124.418831423173
"351","US38","North Dakota","2020",5.45707869532998,21.4489119181932,51.8392787386005,57.7076062636141,66.0332068369223,48.6925397717932,40.3572817510052,49.4875451245675,33.9225748278596,15.2868894216309,7.88710882025144,5.14132347385993,20.2070620111855,46.1613546715671,52.4402689960122,54.6741644056436,43.0512078652584,39.264352208135,45.668884211497,33.4580831784738,20.0728441859668,11.7076565315964
"361","US39","Ohio","2020",71.5293993082779,281.144522734751,739.167641437703,781.860669591928,800.232368474097,704.774609894503,727.625847461549,794.48890506898,568.364802715701,267.033872093874,91.4788362054056,69.2688023108974,272.248768406317,701.841508963139,755.508129408674,784.716007655857,705.913721094426,725.979177226036,815.568768788525,644.106752287701,352.743538038027,171.617923980229
"371","US40","Oklahoma","2020",26.923306654302,105.821386352522,273.69002399684,278.48303427286,282.052713742646,252.351958624633,226.789729853043,243.355367339933,178.987873832732,85.1893647588555,28.1450562420348,25.4921244768241,100.192283702645,265.671363399498,262.88627952982,279.084593367424,244.531876656369,221.504574954285,249.97095814894,201.869987252181,107.658835280864,48.8394967794779
"381","US41","Oregon","2020",23.9308133198301,94.0594658213414,252.708566212636,264.034166961676,313.270107832731,282.326938622032,259.917551420585,265.616871313151,226.33349017222,103.178717001783,31.4782399028253,22.8944224036863,89.982475441141,237.290737783665,257.239272305906,299.677275244193,280.058456169069,247.347943129314,277.215365928316,244.541074337474,116.288483493992,54.8348827700536
"391","US42","Pennsylvania","2020",72.2769137514996,284.082609639006,755.873365918753,831.073636721831,892.937278671056,758.942680462636,810.194391551806,894.634365178006,650.774715106131,313.935775582556,117.723133222646,70.0015344288898,275.128642318382,725.73938732155,809.526877584456,859.95301711556,752.083073896013,810.93534185401,913.874952084596,729.035954951511,422.704120587178,214.737864159323
"401","US44","Rhode Island","2020",5.73716827763947,22.5497970465863,58.0915920681485,74.9833562464755,76.9765401035622,62.3339192140238,67.2146947731356,72.7124724912702,51.8238025443586,23.3612031463316,9.18023930267064,5.31922042259559,20.9062544842868,53.8296071247864,76.3620492778738,74.3143075767081,61.9998835669238,69.5539619871475,75.5819989285093,56.9252412418798,31.7437267017162,18.8282182610284
"411","US45","South Carolina","2020",29.9598430607747,117.756417081427,322.289906861147,353.659209195456,332.374686055267,306.88730729984,302.613142621689,322.186610154894,269.216870848482,122.322740243227,31.209523220728,28.411464233276,111.666231955517,307.986389635369,324.640662132268,344.099612990933,322.715251636934,319.307080517533,354.089318434808,312.962801533533,150.434974335226,58.6184293109812
"421","US46","South Dakota","2020",6.32454454662765,24.8584648448253,63.1774007468728,58.7527397427753,64.7259492921525,54.3683306616892,49.1807092546593,59.400715086825,45.0854022177337,18.6315798195195,8.39054129813984,5.95009383051189,23.3857907631823,56.9858147381873,60.800874792034,55.5168156867082,51.8373043960746,45.8884959737596,58.2168363153577,44.3884388447966,22.5773109330914,14.6876548112871
"431","US47","Tennessee","2020",41.9923291460182,165.04980400292,432.915366424731,447.574717533307,470.001664755713,422.279137249059,427.103560868388,431.130689092151,324.924424760361,152.81519102497,40.3195671452181,40.1626250789589,157.8520899587,413.898463117482,436.022236055346,475.494684134413,432.621973010435,435.98632043675,457.899902010894,368.226458655996,193.645269730108,79.8354341776296
"441","US48","Texas","2020",207.910902875268,817.188626291928,2118.06109510321,2091.21090804198,2205.22014628274,1985.59048317098,1736.28002707742,1595.3336208454,1074.11683223804,482.455729603778,144.64744796601,200.546788248687,788.213658776629,2030.99240197125,1996.64968885768,2119.68717032281,1963.92517242691,1730.39896702755,1632.81620377802,1213.7557590556,603.005430818013,261.313478207985
"451","US49","Utah","2020",26.0422422508197,102.358384655163,270.614719053423,262.797559716301,244.868672641671,226.664856216787,158.178274368621,149.427612825177,107.776266037487,50.8533296269546,15.2291066568198,24.7803333710829,97.3947147331275,256.755703763778,252.26455375927,234.067267041515,215.68416406845,153.19693588697,150.400240917501,115.550793315141,57.3395272245139,22.2516252962721
"462","US50","Vermont","2020",3.06028313192939,12.0283666419651,33.1413965345777,44.4471414450137,38.8543255278261,34.9538070142002,39.6572398316319,47.4485236555749,38.856334148843,16.6280210414206,4.64495979053885,2.79186388575785,10.9729269035748,32.7095827491581,41.9456771278141,38.7512125423049,35.8448716760032,39.1894776971386,48.4843844795509,40.8516522793504,19.7844875972984,9.27827616666524
"471","US51","Virginia","2020",52.5675375493906,206.615397285381,536.713473332376,587.788312084193,618.576480059309,558.474783479167,541.889519894941,537.458791442629,383.272995722222,178.027252837021,58.0120928550604,49.4252617503281,194.257244109586,511.098905581148,565.658356168038,591.825896345038,567.121097038957,547.647225126052,563.720644851089,436.856711581073,228.794074948096,99.1882487128334
"481","US53","Washington","2020",47.9620935550538,188.51381435178,474.432948707011,479.020634493017,618.301102704238,518.842378242611,463.550253262839,476.520484423938,357.80399237992,154.764211938607,51.478438670352,45.1116165373857,177.303225021824,459.273966014244,456.176936169342,574.516197741879,497.281147641825,445.631730453665,482.43044402683,390.345867205096,183.874954528774,84.4360602328978
"491","US54","West Virginia","2020",9.67039727443345,38.0092556720435,104.913117451631,119.44507773458,108.253466395108,112.471191596422,115.62584737702,127.996117508008,109.714888750687,49.7592443515797,14.9856164387562,9.40841051393318,36.9780924402728,99.3577043096262,108.826846622927,107.819874415097,108.629366810505,112.110078257246,130.22946297842,116.710174074741,60.3348080657997,27.64122749405
"501","US55","Wisconsin","2020",34.5752322649181,135.897089414514,365.884916632942,395.246194012037,390.606935143691,362.34760376177,365.635307768524,413.640478514374,293.325852932573,137.145194047162,46.4145002162982,32.5905176975749,128.091261995058,350.509091813412,384.393268024159,370.373324098883,351.252327372371,355.903909326098,409.943434019524,308.234043491193,165.049469579991,85.8058393932446
"511","US56","Wyoming","2020",3.72559737164716,14.6433676933222,38.3684903084534,36.9782760694994,42.9046568554872,38.3356203117008,34.0836916786193,39.7842098202143,31.2480343446221,13.541032941052,4.00442696464164,3.46421269657938,13.6154749133419,37.0626403155705,37.0909708716687,37.0112013639224,34.770487417127,31.8714492451555,39.5379711467373,31.2806283615392,15.4740452438033,5.83613355020103
"1.Total.Males","IT01","Piemonte","2020",14.3276093031921,66.1421947563087,193.853104714983,200.524839410089,220.309559345361,268.163477580684,352.22864445935,310.738842503247,256.095072375743,179.421654995611,59.8603773331669,13.9859693036235,62.526646451232,182.03609581235,186.2145266229,210.025237719413,268.329106192126,356.463078325044,325.738143183316,284.297255735878,232.680293095531,125.090141359301
"103.Total.Males","IT02","Valle d'Aosta/Vallee d'Aoste","2020",0.463352627002857,1.99299998789312,5.93249198309112,6.04606064258255,6.29051554128479,7.68847556785006,10.515610213525,9.11800068562732,7.27900975239202,4.7375165158106,1.51351699544291,0.408871929305315,1.8242160852331,5.65063705750183,5.61431683257127,6.09368865359571,7.67741172404172,10.6525915710886,9.37734766191362,7.66526107099839,6.08556001310617,3.32571975058261
"205.Total.Males","IT03","Lombardia","2020",38.1568924978264,169.546793436457,489.798258792231,485.122455300735,539.08706482994,677.878177258801,844.681862736425,684.264633282137,532.573552821847,358.732782538526,111.312673653162,35.93954843347,159.82600445308,461.185963445889,451.266502076283,517.134434074106,660.052031200678,826.457248268509,710.887078974034,597.606899234297,474.31344435355,247.861451160248
"307.Total.Males","IT21","Bolzano (Prov. autonoma di)","2020",2.69569134269035,11.1170799719928,28.7929965898283,30.3712335104205,31.1080873814874,33.2774422016032,43.3482931559887,35.3180338982653,23.8488243321864,17.1485707000682,5.75136458268306,2.49343241300579,10.5634155273724,26.8475785269943,28.5518715938876,29.4454463276012,33.2181302454005,42.4454245483754,35.4186611976146,26.7977580489403,21.5457835204517,11.0860760325433
"409.Total.Males","IT22","Trento (Prov. autonoma di)","2020",2.17736467519563,9.64694707578503,27.6277885114466,28.4955605725513,29.5157700621014,33.4983217447232,42.9175716123518,38.303164927963,29.3941875068737,18.0447647651023,6.30476048754604,2.09828759883303,8.99280758281311,26.0361339549939,26.8529477905467,28.5216980574523,33.3716273519329,42.9528011156984,38.8930931711351,30.842712522099,23.4819969244871,13.8954692894655
"511.Total.Males","IT04","Trentino-Alto Adige","2020",4.87305601788598,20.7640270477778,56.4207851012748,58.8667940829718,60.6238574435888,66.7757639463264,86.2658647683405,73.6211988262284,53.2430118390602,35.1933354651704,12.0561250702291,4.59172001183882,19.5562231101855,52.8837124819882,55.4048193844343,57.9671443850534,66.5897575973334,85.3982256640739,74.3117543687497,57.6404705710393,45.0277804449388,24.9815453220088
"613.Total.Males","IT05","Veneto","2020",17.8675448391504,78.6270005105067,234.123327234309,239.647778605677,252.939891103191,315.074479266115,414.559506225099,351.104541093533,267.873758294302,177.638373678526,55.0753751482614,16.9049422857384,74.1906625582082,221.219283287274,224.956124280578,246.321381831801,311.298716289349,408.865452619513,360.717852211015,293.577250340458,229.527236533935,122.614659846782
"715.Total.Males","IT06","Friuli-Venezia Giulia","2020",3.96107595329773,17.6169776597805,52.5683204739371,54.4887486795252,60.2239929292147,75.8301046783018,100.436116229358,87.8145117409203,73.0602726889404,50.7374344949615,15.9402985829328,3.72004820092174,16.6304272633382,49.8445357147121,50.2599858315464,56.8902428042412,72.9087626323051,100.416166247025,90.6316370664921,82.3073332502739,66.1977765642547,36.4767663006262
"817.Total.Males","IT07","Liguria","2020",4.52652322692833,20.910744932262,62.1878767373515,68.1030521896752,73.4122095943223,85.8255545206704,125.386528328227,113.648550395449,94.3306085353504,70.6078576726406,26.2873456988576,4.29070398714642,19.4142417186885,59.0335670863899,62.5022894520585,69.7235145567379,86.7225372176764,129.052152417061,121.280382282794,108.944494973587,95.6892248298337,55.8220050481274
"919.Total.Males","IT08","Emilia-Romagna","2020",16.5334426779282,72.2344333556638,208.487466663672,204.627929656782,229.383447792403,293.599661473549,367.352139647351,306.122585809291,239.648672307025,171.581553535881,63.8142454429115,15.3390706524037,67.9963571609003,196.259383824314,188.195361870575,222.570628123038,293.496575176576,368.53470690776,325.814437657344,271.827428387921,219.071666104297,126.206272282723
"1021.Total.Males","IT09","Toscana","2020",12.4005728480934,56.1555317734964,166.752732188252,168.624732530901,187.590424487007,234.932049443592,300.266993476815,258.611163501887,215.524694809002,150.454428977791,54.8777337536675,11.9749469367046,52.5889282284564,156.626726732524,155.766876003878,182.572861209115,239.102062614305,309.483187136514,278.056191203292,243.210003061878,194.654288554262,109.881698111905
"1123.Total.Males","IT10","Umbria","2020",2.97350658303316,13.1209114815592,39.9128553928655,40.1194969673156,45.1724927123068,55.5824472611818,67.5501276528561,60.9560671246873,50.787850293105,36.1847339956705,13.7298356170797,2.73267641960171,12.437569895132,37.7866239348717,37.2796583073787,44.2350648022081,56.8485889075289,71.0870862480093,65.9696486968826,56.6949639690869,46.1449893026759,27.1880423737588
"1225.Total.Males","IT11","Marche","2020",5.14301782387281,23.3980561819745,69.4057271337893,72.6270187016323,79.5406219007088,97.4772615176735,119.096913120967,107.13829409895,85.3297680857836,60.6310562779068,23.1614910106748,4.82410046086846,22.1138465211511,65.2444254730862,67.0923728148546,76.6932061124706,97.614230205963,121.544485019234,113.30113301257,94.2977509748209,77.9830975464606,45.5253623372284
"1327.Total.Males","IT12","Lazio","2020",21.3073490870699,96.5935409151994,280.091499627686,280.729322760765,323.564680229975,397.866422569668,479.721656142705,400.906287758904,297.781991839142,196.592234807341,66.96090448842,20.0170753879329,91.3625774732554,264.265803336749,260.573169587602,311.786308322402,406.046044842579,508.296847326785,438.918774107656,346.375147970892,263.699734357076,132.522769447681
"1429.Total.Males","IT13","Abruzzo","2020",4.456823997019,20.3445517538833,57.9955914023169,62.7071269549276,74.0877817697256,85.2780235438976,102.995342842224,92.7934676510267,73.9983272382142,48.3755117227405,18.686473749922,4.2465811170775,19.0098395484248,54.623727344887,58.2929643718735,70.4085008726675,83.5218270357518,105.740466444187,98.5961726420882,81.4319366252077,61.0666487365912,36.0047552545256
"1531.Total.Males","IT14","Molise","2020",0.934558688361694,4.39759779937286,12.4182404615394,15.6529461323748,18.3516760367958,19.4509750059984,23.2648641500632,22.6776112639672,17.9779481814806,11.198303013965,4.71634780573069,0.902067565853452,3.94610350160462,11.5439729582519,14.0945230826325,16.4550569610148,18.5615717758516,23.627738607294,23.2339138278294,19.0257233178302,14.6595859210437,9.46495512530235
"1633.Total.Males","IT15","Campania","2020",24.2867457458701,102.359849180566,299.887658880004,344.622245539373,366.999921388836,380.755209256319,435.289859677106,385.374528498796,283.787821997737,155.345730660024,49.7546607622199,22.6458179358167,96.2849254391528,283.63114889735,327.040708109585,356.185585222966,383.728787758681,460.025453676934,417.732694638738,315.44426609721,210.13750126988,100.451783107929
"1735.Total.Males","IT16","Puglia","2020",14.6466550739039,63.3407693780696,189.850332105486,220.332411032784,234.789005556111,261.240131716148,304.463505649413,272.103298544517,220.671990867346,134.304069887668,46.7577930894563,13.5633702591857,59.7418528138713,179.53292041768,207.9350008197,225.587617920937,264.110918853431,318.20604806675,295.133847403178,247.37320599374,173.113589217218,87.4220109335826
"1837.Total.Males","IT17","Basilicata","2020",1.81610669482052,8.12068720363368,24.0774198964881,29.9743020162329,34.5726976378026,35.6936668470951,43.0145871617064,41.4394770473655,30.8349837204939,19.7543168066405,8.10849826768213,1.80315462348315,7.66014086676252,22.5770142457768,27.2754764794267,31.813361079753,34.6383159542812,44.1301385330356,43.2759057626065,33.5159079841173,25.673903428017,14.5158855553009
"1939.Total.Males","IT18","Calabria","2020",7.58445422928829,32.5989415015759,90.6115169974688,105.046317743263,124.422825688653,126.022855983384,140.696466333854,136.70581009918,105.471870194631,63.6463626279039,24.4149535395468,7.16751511563993,30.5622289062242,85.3790159845386,97.961344888568,117.063237210939,124.98376759995,149.144247134183,144.084340557408,112.732449655999,79.6169651372805,44.0691361185816
"2041.Total.Males","IT19","Sicilia","2020",20.3384316234008,85.741340882309,243.33104698587,278.148240000999,306.857815356618,319.646144071969,367.74058812789,337.795617994413,262.275636914453,157.369875047091,55.9886864348586,19.2365908418249,80.7492236633565,230.718555908522,261.696276945091,294.902728026555,321.408842659399,386.496018221219,366.716937897752,296.326020576773,206.994619859542,104.685454237583
"2143.Total.Males","IT20","Sardegna","2020",4.7002804620544,21.9840502617104,67.198747227384,75.020181051396,89.9855186561552,111.821118490778,136.008823056724,124.994512079874,97.8131572439531,58.1758672781314,20.1656635557775,4.41522853156315,20.2729843417425,62.709886055343,68.1427022384629,83.8062001109847,107.664143762193,136.10866156578,130.805806844341,106.439230207992,76.4820947305041,38.8625863262224
"1101","ES01","Andalucía","2020",38.5627523767999,155.244357226474,473.918454874712,445.656232629027,478.503983941919,652.517310698393,683.638312293688,548.414642881284,362.822908340152,212.405102652933,75.6707156306843,36.0097552977759,146.02255502216,444.158791491295,419.380681680192,457.904861047792,646.772827022164,670.86761117215,567.956918840301,402.433475472751,285.743959774099,144.773351416902
"212","ES02","Aragón","2020",5.57035274239543,22.4248990987003,65.018781044897,62.0597403977079,66.5690444181713,99.2156218847933,107.796742094067,92.6340365345119,64.9545845601402,42.6444781894661,21.7145499209015,5.22479004149378,21.1869585062241,60.9767306227468,58.2382015716514,63.4988777803889,95.4872749766548,101.513237273286,92.5823886610493,71.1508047344942,54.9257444856771,39.629050740063
"312","ES03","Asturias, Principado de","2020",3.17663340180298,12.7883613127091,40.2541096269053,38.2156670853246,43.7593249318122,74.2687219699916,82.9240924099768,80.8785815410821,61.0985413045188,35.6001051777091,17.156563747825,2.94503574926048,11.9423650947492,37.8866915817633,36.1905014905478,42.258505141781,75.2119032063847,83.0082875222865,87.3309782423865,70.7590106085312,49.6381819164933,36.768193111331
"412","ES04","Balears, Illes","2020",5.38674469471537,21.6857373017107,60.4845314733935,58.0281257545985,73.0566949254003,100.77533106595,96.7696940836958,70.1792579302313,47.2975630766485,25.9236310043284,9.13468419472638,4.98036555713723,20.1957968773662,56.8718468253325,55.6273702405807,72.2950027979373,95.606771999247,89.7136531590426,72.0276556542076,50.8023236502745,32.6622897294255,18.2182419576771
"512","ES05","Canarias","2020",8.0676558384129,32.4784401466198,104.073580750749,112.108705530626,128.294371025852,175.878599505391,197.328075748655,145.281840981184,91.4920452499089,50.0844961334138,16.1516274097379,7.55751260259866,30.6463426568132,98.1104824153171,108.192275236025,127.476386628971,174.358670699518,188.154186903805,147.40911804342,98.5712680146759,63.9616188845741,30.4356605965507
"611","ES06","Cantabria","2020",2.14118526016717,8.6198963748613,27.9282782314993,24.7947951055503,27.0392801907629,44.5427914668896,47.4426553443745,43.3699418781461,30.6302180791625,17.4531985138334,7.97565028015271,2.04207122391495,8.28076878577702,26.3786061290606,23.4685375871169,26.153046142132,44.8588537921704,46.7008497431619,45.2030032907819,34.2223812222809,23.4119248563275,17.074972398728
"711","ES07","Castilla y León","2020",8.25652095638709,33.238765642993,102.164127908207,101.532327502903,111.448715932159,164.425134052569,194.700984408952,190.021759227574,136.589687551455,93.8573687791007,50.1268409340925,7.68791084996618,31.1751184036506,95.7385097377422,96.4816146789333,103.667357863124,160.936036943987,187.092752995803,183.680471354048,139.900240588781,117.888967220884,90.9097895485148
"811","ES08","Castilla - La Mancha","2020",8.87451877540779,35.7266760816408,109.350520397094,105.660273547584,111.562233568066,158.193435021027,167.368514816646,138.464226275125,87.9813148449872,59.5833485089822,31.4986453308211,8.32507097151972,33.7588557308861,102.62230286286,98.8968101676837,104.146658385729,149.056009928248,156.40972544181,133.432292432481,92.5198500019805,76.1767775128828,51.4041904509675
"911","ES09","Cataluña","2020",34.9345950486236,140.63826928893,416.098101840297,385.403193661748,418.634477518407,617.290342861519,622.081104670338,477.733330891642,344.409698341959,210.355418618309,87.9170701734636,32.6488704849017,132.393887361056,389.235881482202,360.419511017371,411.875235888038,601.318954509057,590.310126404045,504.842133339739,394.287275845677,275.721738479621,174.864420906953
"1011","ES10","Comunitat Valenciana","2020",21.4153573152011,86.2130728815354,265.87221719609,246.769904015488,260.341016587258,394.746187724256,414.217573218796,331.440402637576,239.129512323549,146.802107485508,52.4041829751684,19.9089424559066,80.7324187893106,248.688170385106,233.597122829912,251.861646657473,385.103568642842,395.220868408308,346.637941928197,268.743584516888,187.918399560779,98.5552034441353
"1111","ES11","Extremadura","2020",4.23447276876563,17.0469679331166,51.5920998366118,54.0620929370061,59.492418577997,74.1067793565432,86.8897535709725,79.642789340839,51.4851995869175,33.782638690919,15.5726608009385,3.97782068631311,16.1303939788594,48.4747008729332,51.4442948982854,55.1249151648391,72.9664617876775,83.6062537700088,76.0171039404308,53.8959725139358,45.1704544754249,28.3595260172008
"1211","ES12","Galicia","2020",9.54314023429786,38.4183851069453,113.641600903695,107.97852575526,125.934587048275,201.669265943682,212.916245105099,190.36850040448,152.290199063455,102.792060637556,46.2876098856282,8.86438425457592,35.9458159836852,106.535009581432,102.452943208132,122.222779021114,204.052766843607,214.255673967621,201.087518082463,171.389316319711,137.932168967497,90.9806400563933
"1311","ES13","Madrid, Comunidad de","2020",31.3712749207415,126.293200310451,354.18138452032,323.019060996612,369.066361544826,529.855546931034,530.743020200509,397.229012555741,273.958488916504,167.238231961147,68.6361612640743,29.4777083805312,119.534561074598,333.237969134704,316.096283517957,384.039383275085,553.165807575351,546.27209895489,450.409588902181,335.205998526699,230.857896959796,141.920008235976
"1411","ES14","Murcia, Región de","2020",7.85990420864129,31.6420821006094,90.4367618748367,83.3762681240883,85.9820201372497,125.439005230263,122.457079184632,89.1326210800795,57.6334674940513,35.0441464210652,13.5726943975384,7.3325419188095,29.7340678085027,84.5404436070146,78.135895618277,81.7725826070996,116.37613288531,114.038864682431,90.8629626734891,64.2930135678677,45.5077344201252,24.2899157843592
"1511","ES15","Navarra, Comunidad Foral de","2020",3.02164718127983,12.1644241012524,35.6926936732533,33.2975552712005,32.5243608988554,49.7525925502132,53.6836911262761,44.0873249379417,31.3219712176226,19.2735718458994,8.2651335845524,2.89707538944584,11.7478818436967,33.4210168612218,32.2895182215653,31.349599846457,48.5858807987606,50.3241602265879,43.6219773438667,33.3269749277509,23.9148470425867,16.4555672010625
"1611","ES16","País Vasco","2020",9.08947453854542,36.5920362342139,107.703826508709,98.0157235579797,101.841277608793,163.130249141856,181.712056313376,158.449017626341,116.65651798284,70.9682542812206,29.6659848676064,8.53540315191164,34.6117702294777,100.810976316454,92.0117420762029,99.2348395734431,161.337581524788,175.384077064198,167.407244311646,131.688451019704,95.2750309621265,62.8444004882643
"1711","ES17","Rioja, La","2020",1.37267946568869,5.52607706126873,16.3237104045948,14.6955151778861,15.2229727618323,24.2851074677873,25.7234334118373,22.4486165723889,15.7108577781245,10.0815663933108,4.79573671965572,1.25948912782304,5.10733324751895,15.3171469226479,14.3132994238486,15.0581266462946,23.7803317951617,24.5071009050762,22.3455600611889,16.3545769610682,12.5073610144362,9.00445545583617
"1811","ES18","Ceuta","2020",0.525317616798311,2.11480225692241,6.08130469889225,5.23350100006414,5.42427412813224,6.57542007901901,6.60246876975022,5.37149113794864,2.75653440979546,1.39824894111806,0.403955789789683,0.484418895316554,1.96435894135344,5.83190604913619,5.32061207866376,5.14905901677426,5.98492912045117,5.68717182020655,5.1031757462557,2.76344802201151,2.00550096496784,0.890998811199812
"1911","ES19","Melilla","2020",0.677772655327991,2.7285495390463,6.53291423524281,5.95479194934647,5.50258425423139,6.24355704882253,6.16850322835806,5.51260556588388,2.48768987820854,1.21302576418004,0.366532092642955,0.624832960797973,2.53374966431434,6.15881712103161,5.61278445705459,5.37313651552761,6.02523594862016,5.63429958528139,4.77796715186805,2.47803348491791,1.77040277227632,0.80941337788513
"242","MX01","Aguascalientes","2020",12.6952253599861,52.2326670677058,131.318134657505,121.381944375817,106.543287561518,85.8007881039832,69.6316262003601,46.4513405687074,23.9484414204619,10.4674861289444,3.48572800337418,12.0217266144785,49.5799703422583,125.537518750863,119.602620070814,110.954167503775,97.7216600010042,80.1171989156766,53.617888614506,28.7309109582021,13.8834506911889,5.12827494092289
"472","MX02","Baja California","2020",30.5727818613365,125.787285456942,316.940669508522,322.279789626224,327.649394239262,281.444849387362,208.145337062377,123.886632643183,61.092246063003,23.4383107703784,6.30551022799166,29.0514977215525,119.814103383289,301.805066709504,299.162807836676,304.529238632651,269.540399455084,209.844168596064,135.287174638564,70.1049774679982,29.3504145304966,9.75665569661555
"701","MX03","Baja California Sur","2020",6.32086582557547,26.0062874730477,61.4411416164537,65.2970392158487,71.7810642151432,55.5459227747161,42.6304484726515,26.3576416540115,12.3895822099608,4.69840080246877,1.37777364856949,6.03304510285775,24.8814672688487,58.22113453067,58.4331567719722,64.0865625109142,52.9866562150891,42.1449038317901,26.1205585040025,12.7517590974536,5.35994703979899,2.14198845648069
"931","MX04","Campeche","2020",8.0582841006534,33.1546434688008,82.8857482835982,85.5836311597671,78.2347317054415,62.8148225351306,51.9109342489529,36.3509091735544,19.8254781216515,9.16211412003029,3.26549396630504,7.58375426927851,31.2768975548787,79.3750434976308,83.2025757838104,80.5772678620059,66.5087593908512,54.6859012425687,38.0231140803684,20.4806823673912,9.24092982170534,3.58354378133064
"1161","MX05","Coahuila de Zaragoza","2020",26.9085652844999,110.711396759045,280.711965944065,268.713565491038,258.549457765224,217.143734208819,179.688508394459,123.87472164238,66.8845218614126,27.4453193631085,7.35948740539401,25.6012202394382,105.58447891073,267.147694256823,252.385458785733,250.23064837975,231.066032333206,195.644095426422,134.607416053387,75.8097012756766,33.3181472495185,11.0703311136159
"1391","MX06","Colima","2020",6.08229618157515,25.0247272065552,62.5350504570681,66.268482717568,62.2774230793983,50.3272205242369,43.982399815974,30.1202616050303,16.572507942394,7.14064577456902,2.85255514680038,5.76464537587387,23.7745338864422,58.7905756464511,63.5521639299802,61.4672621856838,53.6570078586008,46.6789494413391,32.2362682171126,18.3019376533008,8.53986216509587,3.79425499312827
"1621","MX07","Chiapas","2020",56.0884611487349,230.767854405779,573.014105226836,508.145200004877,403.910473583566,302.3891576294,253.659159573622,181.909511612276,102.366613650173,42.8265586767198,14.7845206551538,53.8007353565528,221.884838086154,549.841806447144,514.813936513297,433.383847319619,335.365901369885,272.548470006521,189.320702422367,110.053251074261,44.5778597708718,17.2260048596486
"1851","MX08","Chihuahua","2020",33.532357170069,137.964029656385,343.417759324705,331.140292452747,308.197885097683,272.968024716543,216.653089088713,139.220690385767,83.4968144956917,34.2147967433988,8.29548206293788,32.0766913385413,132.290598201367,327.223186774295,312.719796232672,296.177525221451,283.038386374243,234.710975385771,157.556626815741,94.8334861847409,40.6939384743921,12.4058042421816
