Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
New Zealand,Cntry/Terr,4822.233,18.314,6.984,214,0.000353697,0.000258498,0.000360155,365,0.000829491,0.000606231,0.000844638,7.256605804,80.7383873,84.07974669,82.36831871,-0.001371625,-0.001094693,-0.001236536
Nicaragua,Cntry/Terr,6624.554,55.049,5.061,214,0.007724026,0.014975226,0.020864394,365,0.011925331,0.023120654,0.0322131,5.203048766,71.13789481,78.11854893,74.54309194,-0.033551211,-0.031699992,-0.032648178
Niger,Cntry/Terr,24206.636,19.11,8.407,214,0.00641189,0.029303642,0.040827615,365,0.005205184,0.023788752,0.033143935,7.899316838,61.52283102,63.90817494,62.68641342,-0.018277884,-0.011957147,-0.015194597
Nigeria,Cntry/Terr,206139.587,226.336,11.965,214,0.007115676,0.029633995,0.041287882,365,0.006165725,0.025677823,0.035775904,11.47300612,54.02856465,55.90028238,54.94159769,-0.013605696,-0.008436801,-0.011084284
North Macedonia,Cntry/Terr,2083.38,82.608,10.017,214,2.447833019,2.252616454,3.138482116,365,2.406186101,2.21429091,3.08508464,12.73999055,71.44366428,76.10628618,73.71811399,-2.483763674,-1.878969226,-2.188741992
Northern Marianas,Cntry/Terr,57.557,125.124,NA,214,0,NA,1.233279394,365,0,0.910340618,1.268341862,NA,NA,NA,NA,NA,NA,NA
Norway,Cntry/Terr,5421.242,14.842,7.998,214,0.114205474,0.077505994,0.10798606,365,0.100346009,0.068100213,0.094881355,8.112133202,80.48815201,84.36566641,82.37962245,-0.144535506,-0.122080997,-0.133582087
Oman,Cntry/Terr,5106.622,16.5,2.44,214,0.785232034,2.364473761,3.294328513,365,0.671481069,2.021949311,2.817102636,3.172814945,73.36432555,77.75834052,75.50774748,-2.963322826,-2.730433189,-2.849718125
Pakistan,Cntry/Terr,220892.331,286.546,6.983,214,0.102587088,0.262066382,0.365126807,365,0.079396147,0.202823391,0.282585872,7.016288026,66.22362466,68.31473284,67.24367743,-0.212758948,-0.130063628,-0.172419768
Panama,Cntry/Terr,4314.768,58.041,5.06,214,1.111175066,1.408859636,1.962908849,365,1.259859163,1.597376305,2.225561727,6.575616301,72.57394804,79.12182316,75.76803347,-3.056730043,-2.74255039,-2.903471676
Paraguay,Cntry/Terr,7132.53,17.953,5.476,214,3.056091394,5.307523575,7.394764338,365,2.102339563,3.651139758,5.086989759,7.774063711,68.00459993,72.97520751,70.42928656,-4.322949524,-3.514122743,-3.928399875
Peru,Cntry/Terr,32971.846,25.759,5.452,214,8.212425588,10.9115077,15.20257552,365,5.387080845,7.157589859,9.972389098,11.30805322,66.3734509,72.74001626,69.47909254,-7.911714868,-6.917514174,-7.42673892
Philippines,Cntry/Terr,109581.085,367.512,5.831,214,0.292182392,0.624956697,0.870727643,365,0.237760011,0.508551217,0.708544456,6.288288617,66.88295779,75.05519059,70.86941281,-0.495002362,-0.558518412,-0.525985801
Poland,Cntry/Terr,37846.605,123.589,10.089,214,2.104912935,1.404782486,1.957228316,365,1.943423987,1.297007556,1.807069735,12.53553815,73.08206247,80.76456932,76.82962679,-1.901822333,-1.906518523,-1.904113157
Portugal,Cntry/Terr,10196.707,111.33,10.591,214,1.750150419,0.890929867,1.241297625,365,1.534024661,0.780909099,1.088010006,12.78841613,77.78424288,83.63335332,80.63746748,-1.445848485,-1.324624298,-1.386714735
Puerto Rico,Cntry/Terr,2860.84,322.53,9.346,214,0.642694055,0.365853,0.50972863,365,0.827379371,0.470984947,0.656204845,11.18229313,75.82214925,82.73673908,79.1951199,-0.91457344,-0.877668901,-0.896571226
Qatar,Cntry/Terr,2881.06,248.153,1.191,214,0.210754466,0.666265878,0.928282104,365,0.149250623,0.471831507,0.657384325,1.520429319,78.35023784,81.29810274,79.78822072,-0.977381075,-0.840811287,-0.910761666
Republic of Korea,Cntry/Terr,51269.183,527.298,5.918,214,0.039322414,0.029510337,0.041115594,365,0.0350698,0.026318873,0.036669053,6.757444683,79.98524375,86.00127906,82.91989512,-0.054047689,-0.052644332,-0.053363125
Republic of Moldova,Cntry/Terr,4033.963,122.799,11.621,214,1.382594845,1.447968068,2.017397092,365,1.359457189,1.423736394,1.983636052,13.30681927,66.6013971,75.01463943,70.70541775,-1.120319863,-1.214171975,-1.166101381
Reunion,Cntry/Terr,895.308,358.123,6.21,214,0.443876903,0.409040551,0.569900149,365,0.30268913,0.278933479,0.388627071,6.689183986,77.04246915,83.27123321,80.08089064,-0.587559349,-0.539704737,-0.564215635
Romania,Cntry/Terr,19237.682,83.58,13.026,214,1.641889333,1.092320815,1.52188773,365,1.662466403,1.106010387,1.540960874,14.90311596,71.40238652,78.39792688,74.81484523,-1.338828323,-1.213765053,-1.27782185
Russian Federation,Cntry/Terr,145934.46,8.911,12.719,214,1.174066763,0.978075864,1.362714723,365,0.979535608,0.816018447,1.136926482,13.84044701,66.46113715,76.94226194,71.57388095,-0.749855716,-0.904829291,-0.825452582
Rwanda,Cntry/Terr,12952.209,525.019,5.317,214,0.095998131,0.340930884,0.475005623,365,0.063000836,0.22374322,0.311732649,5.308468027,66.79159072,71.16663026,68.92575635,-0.213910384,-0.163459225,-0.189300062
Saint Martin (French part),Cntry/Terr,38.659,729.415,NA,214,1.147101435,NA,1.233279394,365,0.905351923,0.910340618,1.268341862,NA,NA,NA,NA,NA,NA,NA
San Marino,Cntry/Terr,33.938,565.633,NA,214,1.557953674,NA,1.233279394,365,1.414343803,0.910340618,1.268341862,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,Cntry/Terr,219.161,228.293,4.869,214,0.155648813,0.548418649,0.764090185,365,0.100382824,0.353692466,0.492785834,4.781013724,67.76263687,72.70172415,70.17194774,-0.337553567,-0.271457578,-0.305311621
Saudi Arabia,Cntry/Terr,34813.867,16.195,3.47,214,0.099258171,0.239863785,0.334192799,365,0.155311675,0.375320702,0.522919606,3.844159038,73.6136052,76.58838085,75.06471527,-0.474712899,-0.344885069,-0.41138225
Senegal,Cntry/Terr,16743.93,86.968,5.806,214,0.097484065,0.371591149,0.517723367,365,0.069458007,0.264761021,0.368881141,5.617560551,65.74608388,69.98415966,67.81343792,-0.227283868,-0.164299565,-0.196559818
Serbia,Cntry/Terr,8737.37,99.901,13.172,214,0.94558919,0.677904199,0.944497321,365,0.985422387,0.706461095,0.984284523,14.21847194,72.68861107,78.03364575,75.29594506,-0.835212525,-0.687772086,-0.76329036
Sierra Leone,Cntry/Terr,7976.985,110.515,11.913,214,0.009407906,0.03600038,0.050157918,365,0.006644114,0.025424428,0.035422858,11.39391181,54.10179219,55.79335583,54.92694519,-0.013574707,-0.009721452,-0.011695071
Siint Maarten (Dutch part),Cntry/Terr,42.882,1261.235,NA,214,0.27842107,NA,1.233279394,365,0.443076349,0.910340618,1.268341862,NA,NA,NA,NA,NA,NA,NA
Singapore,Cntry/Terr,5850.343,8357.633,4.448,214,0.002332318,0.002125421,0.002961266,365,0.001709301,0.001557672,0.002170243,5.087456921,81.64477855,85.83040376,83.68654694,-0.003757323,-0.003320928,-0.003544447
Slovakia,Cntry/Terr,5459.643,113.534,9.869,214,3.249613385,2.552438681,3.55621266,365,2.291724935,1.800056399,2.50794795,12.57910489,71.91985383,78.98220075,75.36490111,-2.241800509,-2.069657536,-2.157828327
Slovenia,Cntry/Terr,2078.932,103.224,9.939,214,1.420975842,0.815664379,1.136433174,365,2.074141915,1.19059285,1.6588063,12.61974592,76.71940902,82.29804143,79.44069312,-2.025052369,-1.844066474,-1.936766567
Somalia,Cntry/Terr,15893.219,25.334,10.935,214,0.073297292,0.297670083,0.414732047,365,0.045302339,0.183978846,0.256330507,10.59675253,55.82163224,59.29054892,57.51378672,-0.127679743,-0.089294771,-0.108955366
South Africa,Cntry/Terr,59308.69,48.891,9.52,214,1.257363299,2.801704968,3.903505596,365,1.08549017,2.418730693,3.369922566,10.60073334,59.42661694,66.40290608,62.82968481,-1.418398474,-1.369432955,-1.394512855
South Sudan,Cntry/Terr,11193.729,18.322,10.561,214,0.008532815,0.029140919,0.040600899,365,0.006521509,0.022271988,0.031030687,10.24331118,56.55550633,59.60726053,58.04416692,-0.015761304,-0.010965062,-0.013421674
Spain,Cntry/Terr,46754.783,93.735,9.017,214,1.118070927,0.591473956,0.824077455,365,1.134493555,0.600161739,0.836181802,10.84406196,79.64894536,85.17915354,82.34660789,-1.28083183,-1.181647652,-1.232449304
Sri Lanka,Cntry/Terr,21413.25,341.465,6.616,214,0.342423805,0.402630438,0.560969191,365,0.209776657,0.246660618,0.34366256,7.211216114,73.43033842,80.0975324,76.68262817,-0.347678248,-0.297863677,-0.323378457
State of Palestine,Cntry/Terr,5101.416,847.411,3.464,214,0.736885382,2.502437735,3.486548304,365,0.690592573,2.345228926,3.26751544,4.187452995,70.05197436,73.99951957,71.97760617,-2.507698904,-1.935675512,-2.228663103
Sudan,Cntry/Terr,43849.269,24.843,7.243,214,0.050877349,0.159270013,0.221904659,365,0.04677387,0.146424193,0.204007083,7.163086227,63.51545087,67.31461033,65.36869939,-0.140818719,-0.098825365,-0.120334156
Suriname,Cntry/Terr,586.634,3.76,7.321,214,1.538039655,2.443314819,3.404174665,365,1.065400233,1.692484434,2.358072152,8.600080409,66.93574412,73.65607257,70.21395312,-1.648484256,-1.542055472,-1.596567776
Sweden,Cntry/Terr,10099.27,24.612,9.185,214,1.001145738,0.583011256,0.812286706,365,0.882836086,0.514114335,0.71629533,10.08759128,80.13268725,83.78684832,81.91520485,-1.08094613,-0.886250316,-0.985972562
Switzerland,Cntry/Terr,8654.618,219.016,8.011,214,0.642266911,0.378646572,0.527553411,365,1.031125811,0.607897195,0.846959308,9.361989823,80.64681132,84.58516157,82.56795778,-1.360841521,-1.131679378,-1.249055109
Syrian Arab Republic,Cntry/Terr,17500.657,95.304,5.522,214,0.117438849,0.268975071,0.374752412,365,0.107138835,0.245384521,0.341884625,5.13513121,69.06724169,78.12279234,73.48458347,-0.275523307,-0.255473051,-0.265742694
Tajikistan,Cntry/Terr,9537.642,68.145,4.897,214,0.005543701,0.017517886,0.024406983,365,0.006395711,0.020210206,0.028158088,4.736421712,69.04719331,73.5590045,71.24807682,-0.019204095,-0.014597288,-0.016956872
Thailand,Cntry/Terr,69799.978,136.624,7.608,214,0.120394422,0.109492539,0.152551659,365,0.070659048,0.064260773,0.089532013,8.241416991,73.52504398,80.87507261,77.1104238,-0.108217344,-0.103342112,-0.105839182
Togo,Cntry/Terr,8278.737,152.211,8.559,214,0.017511927,0.068350095,0.095229505,365,0.016306835,0.063646551,0.088676242,8.278822776,60.3612975,62.18462902,61.25072751,-0.044038731,-0.027878029,-0.036155462
Trinidad and Tobago,Cntry/Terr,1399.491,272.805,8.316,214,1.166328583,1.27170905,1.77182232,365,0.768850961,0.838318412,1.167996148,9.56337671,69.89375916,75.45767944,72.60786661,-1.0704615,-0.877899808,-0.976528968
Tunisia,Cntry/Terr,11818.618,76.072,6.258,214,2.221156879,2.943202352,4.100648349,365,1.693683644,2.244260066,3.126839488,8.074980076,72.11109603,76.65569262,74.32797241,-2.759268392,-2.237857831,-2.504921777
Turkey,Cntry/Terr,84339.067,109.584,5.398,214,0.617758691,0.824847993,1.149228343,365,0.542500666,0.724361457,1.009224396,6.198830233,73.8765039,79.7562739,76.74468439,-1.047047148,-0.958042777,-1.003630381
Turks and Caicos Islands,Cntry/Terr,38.718,40.756,NA,214,0.528624663,NA,1.233279394,365,0.413244486,0.910340618,1.268341862,NA,NA,NA,NA,NA,NA,NA
Ukraine,Cntry/Terr,43733.759,75.492,15.191,214,1.415536427,1.105936571,1.540858029,365,1.232000204,0.962542577,1.341072804,16.19302206,66.39203531,76.05308172,71.10474088,-0.801041582,-0.894540467,-0.846650794
United Arab Emirates,Cntry/Terr,9890.4,118.306,1.453,214,0.221081937,0.749562402,1.044335883,365,0.161975249,0.549165429,0.765130643,1.862266469,76.52634511,78.81532252,77.64291946,-0.895453949,-0.625880681,-0.763954794
United Kingdom,Cntry/Terr,67886.004,280.602,9.382,214,1.41682543,0.874281413,1.218101987,365,1.236337316,0.762907492,1.062929073,10.76539197,78.29443168,81.89996363,80.05322775,-1.495348507,-1.187753976,-1.345302394
United Republic of Tanzania,Cntry/Terr,59734.213,67.435,6.503,214,0,0,0,365,0,0,0,6.257176009,63.77198876,67.4204999,65.55175029,7.11E-15,1.42E-14,1.06E-14
United States of America,Cntry/Terr,331002.647,36.185,8.685,214,1.378341393,0.989291762,1.378341393,365,1.393260761,1,1.393260761,10.46943231,74.68109068,79.96079162,77.25655455,-1.774942794,-1.537817727,-1.65927203
United States Virgin Islands,Cntry/Terr,104.423,298.351,8.469,214,0.228670931,0.153152926,0.213381962,365,0.277716595,0.186001381,0.259148426,9.593126527,77.82292298,82.89872711,80.298925,-0.319350777,-0.310483179,-0.31502512
Uruguay,Cntry/Terr,3473.727,19.848,9.465,214,2.840447523,2.08445828,2.90419393,365,1.707388059,1.252964242,1.745705913,11.35730412,72.55986238,79.54522788,75.96735775,-1.748059925,-2.042009764,-1.891450091
Uzbekistan,Cntry/Terr,33469.199,78.677,5.772,214,0.013555496,0.03017033,0.042035136,365,0.022229394,0.049475736,0.068932601,5.904473335,69.55506932,73.90438476,71.67668661,-0.049402727,-0.039074793,-0.04436471
Venezuela (Bolivarian Republic of),Cntry/Terr,28435.943,32.238,6.953,214,0.154690199,0.226607072,0.315722742,365,0.121290157,0.177679049,0.247553247,7.415835465,68.27329654,75.94973229,72.01789935,-0.218477137,-0.215448516,-0.216999761
Yemen,Cntry/Terr,29825.968,56.492,6.006,214,0.043861139,0.169117182,0.235624333,365,0.029839769,0.115054414,0.1603008,6.010460513,64.44547221,67.87427607,66.11805946,-0.096440871,-0.070600779,-0.083835948
Zambia,Cntry/Terr,18383.956,24.73,6.576,214,0.280000853,1.393761762,1.941873573,365,0.17716535,0.881876921,1.228684511,6.506562497,60.36102271,66.44029222,63.32652003,-0.596960859,-0.521919743,-0.560355436
Zimbabwe,Cntry/Terr,14862.927,38.42,8.074,214,0.369513762,1.421592333,1.980648817,365,0.23750369,0.913723543,1.27305516,8.04733083,59.21073091,62.49634148,60.81346777,-0.557259507,-0.43869902,-0.499425123
Acre,Brazil,892.0587535,5.435274239,NA,214,1.921550018,2.350626299,3.275035388,365,1.433762064,1.753916777,2.443663425,NA,NA,NA,NA,NA,NA,NA
Alagoas,Brazil,3375.666603,121.2380432,NA,214,1.683544254,2.059474571,2.869385109,365,1.264046632,1.546304405,2.154405252,NA,NA,NA,NA,NA,NA,NA
Amapa,Brazil,855.4391669,6.004313832,NA,214,1.957949328,2.395153465,3.33707334,365,1.573460805,1.924809822,2.681761998,NA,NA,NA,NA,NA,NA,NA
Amazonas,Brazil,4192.172931,2.688724518,NA,214,3.354928216,4.104073494,5.718044562,365,2.451950378,2.999463448,4.179034727,NA,NA,NA,NA,NA,NA,NA
Bahia,Brazil,15043.79227,26.6374759,NA,214,1.885445627,2.306459907,3.213500086,365,1.486859138,1.818870266,2.534160572,NA,NA,NA,NA,NA,NA,NA
Ceara,Brazil,9236.905347,62.03660315,NA,214,2.49814875,3.055977777,4.257773924,365,1.716808758,2.100166938,2.926080187,NA,NA,NA,NA,NA,NA,NA
Distrito Federal,Brazil,3049.880335,529.4211456,NA,214,3.003664652,3.674373844,5.119360899,365,2.684039733,3.283377651,4.574601246,NA,NA,NA,NA,NA,NA,NA
Espirito Santo,Brazil,4064.780182,88.22200692,NA,214,2.85835829,3.496621012,4.871704854,365,2.30713583,2.822312252,3.932216917,NA,NA,NA,NA,NA,NA,NA
Goias,Brazil,7098.917858,20.86669134,NA,214,3.363442083,4.114488481,5.732555355,365,2.710272239,3.315467796,4.619311187,NA,NA,NA,NA,NA,NA,NA
Maranhao,Brazil,7156.397176,21.70959169,NA,214,1.225271295,1.498870653,2.088317667,365,0.928539856,1.135879984,1.582577012,NA,NA,NA,NA,NA,NA,NA
Mato Grosso,Brazil,3524.464271,3.902166609,NA,214,3.927606926,4.80462962,6.694101923,365,3.066565347,3.751320073,5.226567061,NA,NA,NA,NA,NA,NA,NA
Mato Grosso do Sul,Brazil,2810.886048,7.870421945,NA,214,4.020566805,4.918347158,6.852540107,365,3.05882197,3.741847623,5.213369468,NA,NA,NA,NA,NA,NA,NA
Minas Gerais,Brazil,21411.78807,36.50642275,NA,214,3.083458495,3.771985409,5.255359263,365,2.237972833,2.737705367,3.814337464,NA,NA,NA,NA,NA,NA,NA
Para,Brazil,8701.617498,6.984365885,NA,214,1.738416187,2.12659924,2.962907276,365,1.190353403,1.456155701,2.028804601,NA,NA,NA,NA,NA,NA,NA
Paraiba,Brazil,4064.251178,71.97537961,NA,214,2.233435531,2.7321549,3.806604217,365,1.773758482,2.169833362,3.023143682,NA,NA,NA,NA,NA,NA,NA
Parana,Brazil,11565.20767,58.02943764,NA,214,4.023775077,4.922271827,6.858008193,365,2.887712953,3.532530482,4.921736109,NA,NA,NA,NA,NA,NA,NA
Pernambuco,Brazil,9666.776852,98.57230271,NA,214,1.615133056,1.975787361,2.752787003,365,1.270537242,1.554244348,2.165467664,NA,NA,NA,NA,NA,NA,NA
Piaui,Brazil,3310.800453,13.15080348,NA,214,2.060658745,2.520797582,3.512128359,365,1.671197065,2.044370292,2.84834091,NA,NA,NA,NA,NA,NA,NA
Rio de Janeiro,Brazil,17463.1277,399.1533089,NA,214,3.298089222,4.034542526,5.621169792,365,2.631258316,3.218810304,4.484642095,NA,NA,NA,NA,NA,NA,NA
Rio Grande do Norte,Brazil,3547.108252,67.16786564,NA,214,1.973385808,2.414036864,3.363382839,365,1.507143177,1.84368367,2.568732114,NA,NA,NA,NA,NA,NA,NA
Rio Grande do Sul,Brazil,11507.83861,40.85035953,NA,214,3.627505079,4.437515942,6.182616841,365,2.739176407,3.350826176,4.66857463,NA,NA,NA,NA,NA,NA,NA
Rondonia,Brazil,1797.625809,7.560507202,NA,214,4.318039709,5.282244857,7.359544492,365,3.061816298,3.745510575,5.218472915,NA,NA,NA,NA,NA,NA,NA
Roraima,Brazil,612.7145454,2.739680481,NA,214,2.995250657,3.664081029,5.105020325,365,2.21310235,2.707281381,3.771948918,NA,NA,NA,NA,NA,NA,NA
Santa Catarina,Brazil,7247.032777,75.7022981,NA,214,2.998861898,3.668498649,5.111175221,365,2.339164251,2.861492522,3.98680525,NA,NA,NA,NA,NA,NA,NA
Sao Paulo,Brazil,46446.15489,187.1172831,NA,214,3.390271893,4.147309307,5.778283322,365,2.504599149,3.063868529,4.2687678,NA,NA,NA,NA,NA,NA,NA
Sergipe,Brazil,2325.082788,106.0450547,NA,214,2.516873499,3.078883705,4.289687856,365,1.938425601,2.371270148,3.303797653,NA,NA,NA,NA,NA,NA,NA
Tocantins,Brazil,1590.920967,5.733735278,NA,214,2.454009718,3.001982632,4.182544608,365,1.983128053,2.425954522,3.379987244,NA,NA,NA,NA,NA,NA,NA
Anhui,China,65274.19906,467.2455194,5.96,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Beijing,China,22086.18046,1314.653599,5.58,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Chongqing,China,32032.13916,389.2118974,7.54,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Fujian,China,40737.41641,335.0667578,6.2,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Gansu,China,27141.18833,59.74287548,6.65,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Guangdong,China,118131.3301,656.2851672,4.55,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Guangxi,China,50857.68573,215.4986683,5.96,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Guizhou,China,37148.66843,211.0719797,6.85,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Hainan,China,9689.61956,284.9888106,6.01,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Hebei,China,77845.07058,414.7313297,6.38,214,2.19E-05,2.34E-05,3.26E-05,365,1.28E-05,1.37E-05,1.91E-05,NA,NA,NA,NA,NA,NA,NA
Heilongjiang,China,38461.12483,84.71613399,6.67,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Henan,China,98844.37307,591.8824735,6.8,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Hubei,China,60772.88373,326.911693,7,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Hunan,China,70934.16732,337.7817491,7.08,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Inner Mongolia,China,26044.05681,22.01526357,5.95,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Jiangxi,China,47843.13742,286.4858528,6.06,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Jilin,China,27592.34522,147.2377013,6.26,214,6.18E-05,6.61E-05,9.20E-05,365,3.62E-05,3.87E-05,5.40E-05,NA,NA,NA,NA,NA,NA,NA
Liaoning,China,44623.5178,305.8500192,7.39,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Shaanxi,China,39619.77775,192.7031992,6.24,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Shandong,China,103253.4063,671.3485456,7.18,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Shanghai,China,24895.65745,3926.140585,5.4,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Sichuan,China,85873.6125,177.0589948,7.01,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tianjin,China,16016.06958,1416.724421,5.42,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Xinjiang,China,25869.74619,15.58043013,4.56,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yunnan,China,49811.82203,126.4259442,6.32,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Zhejiang,China,59983.35918,588.0721488,5.58,214,0,0,0,365,0,0,0,NA,NA,NA,NA,NA,NA,NA
Abruzzo,Italy,1314.662443,121.4633779,11.2,214,1.687882193,0.753998304,1.050516252,365,1.553250427,0.693856593,0.966723165,13.30626113,78.48321371,84.49186323,81.41426226,-1.448975898,-1.294839383,-1.373787354
Basilicata,Italy,564.2859478,56.07689301,11.1,214,1.012569083,0.465205235,0.6481522,365,0.997721106,0.45838362,0.638647911,12.64369731,77.80210129,84.69554603,81.16475726,-0.951614778,-0.863500433,-0.908632171
Bolzano (Provincia autonoma di),Italy,531.1911956,71.77974944,8.3,214,1.428855247,0.770241131,1.073146745,365,1.6792447,0.905216494,1.261202622,10.64996703,78.46578603,84.75753868,81.53493366,-2.005722624,-1.745088931,-1.878584237
Calabria,Italy,1949.986623,128.1470989,10.1,214,0.6848717,0.342914315,0.47776906,365,0.593850228,0.297339989,0.41427214,11.35199374,78.48203404,84.66759727,81.49938196,-0.633878767,-0.549279048,-0.592610612
Campania,Italy,5801.772904,424.5346976,9.2,214,1.396406865,0.836250633,1.165115194,365,1.234105526,0.739055037,1.029696384,10.92652021,76.95709012,83.01172306,79.91056961,-1.384653989,-1.206166654,-1.297586996
Emilia-Romagna,Italy,4468.697467,164.4931943,11.2,214,2.11640943,0.930469037,1.296385999,365,2.012667017,0.884859193,1.232839593,13.59228104,78.94275635,84.37002005,81.59020205,-1.891225216,-1.657347511,-1.777138531
Friuli-Venezia Giulia,Italy,1218.961536,155.1478388,11.9,214,3.005545911,1.258236414,1.753051424,365,2.826176133,1.183145368,1.648430016,15.04577733,78.41047693,83.7314547,81.00607584,-2.425530095,-2.185674277,-2.308527257
Lazio,Italy,5885.980142,341.7079017,9.7,214,1.34310522,0.673375424,0.938187557,365,1.281179993,0.642328768,0.894931469,11.59285495,78.830017,84.40474222,81.54939516,-1.359966284,-1.198698974,-1.281299303
Liguria,Italy,1557.701965,192.215632,14.3,214,1.611768016,0.597947433,0.833096696,365,1.795593806,0.666144691,0.92811326,16.48094382,78.61177667,84.22280638,81.34886433,-1.360307349,-1.220400011,-1.292059867
Lombardia,Italy,10073.68575,422.2248067,9.9,214,1.473701666,0.711629654,0.991485673,365,1.690046763,0.816099636,1.1370396,12.15484748,78.82296556,84.56205195,81.6225199,-1.707965548,-1.549190079,-1.6305141
Marche,Italy,1529.183236,162.6748442,11.2,214,1.637365435,0.693240593,0.965864916,365,1.341892817,0.568141083,0.791568678,13.2232614,79.89712107,85.2318365,82.49942128,-1.259147858,-1.105040282,-1.183973431
Molise,Italy,306.5562812,68.83074598,12.1,214,1.674693627,0.71023709,0.989545469,365,1.529898517,0.648829525,0.903988719,14.13962173,78.75015664,84.59069962,81.599202,-1.343712311,-1.24270864,-1.294442228
Piemonte,Italy,4369.051871,172.3478019,12.3,214,1.474479963,0.626730496,0.873199009,365,1.732870248,0.736559776,1.026219834,14.54285852,78.27481358,84.07091706,81.10218114,-1.478628019,-1.300474855,-1.391724036
Puglia,Italy,4034.220346,206.5868249,9.6,214,1.774428258,0.89526931,1.2473436,365,1.516525989,0.765147404,1.066049855,11.72892207,78.65444247,84.2021182,81.36062575,-1.616778929,-1.388897534,-1.505617273
Sardegna,Italy,1643.577444,68.23987434,9.9,214,0.783494352,0.36672583,0.51094471,365,0.832330722,0.389584397,0.542792654,11.44352419,79.24066479,85.26728255,82.18047833,-0.874248885,-0.793977756,-0.835092237
Sicilia,Italy,5005.164692,193.9039583,10.4,214,1.238697138,0.647648598,0.902343379,365,1.151610457,0.602115623,0.838904071,11.97863137,77.46572545,83.50593234,80.41216784,-1.181788778,-1.016891126,-1.101350899
Toscana,Italy,3740.108828,295.7172038,11.6,214,1.477542093,0.623448636,0.868626521,365,1.545142205,0.651972491,0.90836769,13.58772004,79.63179069,84.86727018,82.18568312,-1.421026936,-1.243038587,-1.334203351
Trento (Provincia autonoma di),Italy,541.8657773,87.33443467,9.3,214,1.325163496,0.64310581,0.896014091,365,1.7679655,0.857998948,1.195416268,11.53535717,79.05845447,84.92079155,81.9181311,-1.980824731,-1.713472446,-1.850408982
Umbria,Italy,884.4952379,104.6532522,11.4,214,1.542671936,0.637370514,0.888023328,365,1.519510725,0.627801225,0.874690813,13.59578266,80.01545695,84.99687695,82.44541793,-1.415257037,-1.23011405,-1.324943385
Valle d'Aosta/Vallee d'Aoste,Italy,125.9531729,38.70125138,11.7,214,1.272910393,0.580774449,0.809170251,365,2.596202958,1.184536124,1.650367702,14.95732866,75.90066519,83.27321688,79.49703187,-2.153334607,-1.981122261,-2.069328585
Veneto,Italy,4914.725138,267.2179912,10,214,1.770946433,0.843257271,1.174877267,365,1.947006136,0.927090199,1.291678396,12.40987255,78.91735709,84.53234671,81.65637642,-1.949647957,-1.737126566,-1.845978986
Aguascalientes,Mexico,1360.852057,242.3128719,4.368791118,214,1.410005152,2.403447137,3.348628588,365,1.646762401,2.807015543,3.910904613,6.901618214,69.27663072,75.73790202,72.42847038,-3.688063283,-3.147124975,-3.424190938
Baja California,Mexico,3605.789312,50.51421603,4.88103275,214,1.601642918,3.070573831,4.278110033,365,1.755232892,3.365027324,4.688360532,6.545782426,68.69696807,75.46213842,71.99705117,-4.256742929,-3.713459576,-3.99172666
Baja California Sur,Mexico,727.0073472,9.814769234,3.820880152,214,2.864547019,5.469932668,7.621042554,365,2.513042003,4.798724007,6.685873864,7.322931972,67.26511005,74.20842699,70.65209393,-5.627676946,-4.924643007,-5.284733561
